,Caller,Receiver,Date,Time,Duration,TowerID,IMEI,Private IP,Private Port,Public IP,Public Port,Dest IP,DEST PORT,MSISDN,IMSI,End Date,End Time,Uplink Volume,Downlink Volume,Total Volume,I_RATTYPE
0,8805786023,9616692777,12-06-2020,00:13:12,60.0,40478-38009-10112,449698079317467.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
1,8805786023,7703552164,01-06-2020,12:15:54,36.0,40493-2186-24872,275901930320464.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
2,8805786023,8751633832,19-06-2020,17:54:26,53.0,40493-7195-23957,89719680391543.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
3,8805786023,8650807946,04-06-2020,02:52:33,94.0,40467-61302-43981,398032638565017.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
4,8805786023,8763440769,17-06-2020,11:46:46,85.0,40478-35500-12111,188615859445436.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
5,9904792737,8040315838,15-06-2020,11:35:38,88.0,40458-3091-20261685,644680121038594.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
6,9904792737,8612724460,09-06-2020,23:21:48,92.0,40493-2186-24872,655248701536674.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
7,9904792737,9315745635,12-06-2020,22:26:51,32.0,40493-7207-38374,62422231913983.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
8,9109709886,9217826663,10-06-2020,14:30:19,76.0,40467-61302-43981,976575300749278.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
9,9109709886,8344102744,19-06-2020,23:17:14,99.0,40478-38009-10112,193629306565450.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
10,9109709886,7217467582,06-06-2020,16:13:35,33.0,40493-1150-38981,910312854667165.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
11,9109709886,9711336238,15-06-2020,08:53:53,100.0,40467-1164-10423,967462950572072.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
12,9109709886,7694823496,06-06-2020,02:51:03,23.0,40478-38009-10112,60701793772294.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
13,9109709886,8447933794,04-06-2020,19:28:50,75.0,40467-61302-43882,348321239678979.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
14,9109709886,7230137725,10-06-2020,19:55:56,80.0,40478-38004-10762,430484018436777.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
15,9109709886,8071687275,02-06-2020,00:18:08,35.0,40478-42081-10755882,630358851384515.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
16,9109709886,7340496772,07-06-2020,01:44:39,36.0,40458-2131-13202,446206666152640.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
17,9109709886,7967350539,02-06-2020,01:30:47,84.0,40493-503-52514049,53762748263225.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
18,9019961866,9165828365,16-06-2020,19:01:05,28.0,40478-35000-11332,120867566701134.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
19,9019961866,8756694485,18-06-2020,15:03:01,86.0,40478-38011-10032,103091514938288.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
20,9019961866,8413689727,15-06-2020,04:18:09,82.0,40478-33081-20206797,789255967727463.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
21,9019961866,7682094506,06-06-2020,20:33:17,5.0,40493-903-37951,524121900172211.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
22,9019961866,8413689727,04-06-2020,14:01:22,59.0,40478-38009-10112,147340620444233.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
23,9019961866,9904792737,02-06-2020,22:47:33,25.0,40478-33141-20599442,952668135903277.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
24,9019961866,7630969835,11-06-2020,07:22:43,21.0,40478-42081-10755882,45698280842358.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
25,9019961866,8072381678,06-06-2020,12:32:16,87.0,40478-40081-10786859,381611554458517.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
26,9019961866,8045631188,17-06-2020,08:18:30,27.0,40478-33081-20206507,246949112333138.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
27,9019961866,8489285528,02-06-2020,10:43:59,98.0,40493-903-1537295,557965795719994.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
28,8962812945,9617435579,16-06-2020,12:01:34,88.0,40478-38010-12233,763944712108312.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
29,8962812945,8171167598,01-06-2020,09:27:09,39.0,40493-903-1565601,179797103054141.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
30,8962812945,7154290770,06-06-2020,13:56:57,51.0,40478-35500-10093,696241924400143.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
31,8962812945,9165828365,14-06-2020,20:38:16,20.0,40493-903-1537295,779000441203721.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
32,7190266192,7129784200,18-06-2020,16:28:54,45.0,40493-6002-61303,682299646159565.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
33,7190266192,8447933794,20-06-2020,13:54:14,22.0,40478-30932-10371,875047282251263.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
34,7190266192,8669845468,20-06-2020,10:59:08,37.0,40493-903-1565601,118338351731851.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
35,7190266192,7931893370,13-06-2020,06:27:00,45.0,40493-39045-62303,962489935201836.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
36,7190266192,8954296500,20-06-2020,02:23:13,76.0,40493-503-52514049,970630192469516.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
37,8171167598,9736346188,11-06-2020,03:47:12,32.0,40493-903-37951,886577647250189.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
38,8171167598,8763440769,13-06-2020,07:01:39,48.0,40493-503-51255555,298136731054297.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
39,8171167598,9041471577,15-06-2020,20:07:03,19.0,40478-30976-22813,424932078267563.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
40,8171167598,9217826663,05-06-2020,17:50:57,82.0,40493-7192-58912,628506998757253.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
41,8171167598,7267807662,12-06-2020,17:29:15,78.0,40478-41081-10756137,664302748850077.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
42,8171167598,8770083442,14-06-2020,18:02:32,32.0,40478-4101-33057,819850837132897.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
43,8171167598,8343187217,01-06-2020,03:54:24,48.0,40493-903-1520850,975108212386050.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
44,9998315563,7154290770,14-06-2020,17:47:29,75.0,40493-7192-58912,783064822686287.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
45,9998315563,7161205731,13-06-2020,00:08:25,45.0,40458-2141-14053,582936537491978.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
46,9998315563,9213487347,04-06-2020,09:46:08,74.0,40467-61301-33011,739014794129398.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
47,9998315563,8350925266,05-06-2020,09:11:45,10.0,40467-61302-43981,174471670792688.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
48,9998315563,8176533060,16-06-2020,12:06:24,10.0,40478-33141-20599442,851731507954836.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
49,9998315563,9530253902,09-06-2020,21:59:52,22.0,40467-1164-10423,816673837953907.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
50,9998315563,9367001021,19-06-2020,17:20:47,13.0,40458-2131-13202,135935957871107.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
51,9998315563,8748742366,18-06-2020,01:37:17,36.0,40493-503-52514049,697789341474387.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
52,9998315563,8978659684,11-06-2020,16:00:26,8.0,40467-61821-1213899,954224774295837.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
53,8567956640,9019961866,01-06-2020,10:35:11,72.0,40493-903-1515704,938106754899704.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
54,9932083571,7340496772,02-06-2020,05:04:07,51.0,40478-33081-20206507,137819496312112.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
55,9932083571,9315745635,04-06-2020,09:08:17,4.0,40467-61302-43981,227044055266618.0,0,0.0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0
